date,open,high,low,close,volume,Symbol
2024-01-06 17:30:00,2238.62000000,2246.73000000,2238.61000000,2242.10000000,10.14750000,ETH-USD
2024-01-06 18:00:00,2245.16000000,2246.39000000,2240.25000000,2241.72000000,2.16320000,ETH-USD
2024-01-06 18:30:00,2247.26000000,2250.94000000,2242.85000000,2243.57000000,5.11720000,ETH-USD
2024-01-06 19:00:00,2243.57000000,2243.58000000,2234.57000000,2237.29000000,3.33620000,ETH-USD
2024-01-06 19:30:00,2238.29000000,2243.35000000,2236.81000000,2241.62000000,0.33680000,ETH-USD
2024-01-06 20:00:00,2241.62000000,2244.12000000,2232.18000000,2240.50000000,7.86860000,ETH-USD
2024-01-06 20:30:00,2238.88000000,2241.62000000,2238.88000000,2241.02000000,0.73160000,ETH-USD
2024-01-06 21:00:00,2240.00000000,2240.00000000,2232.78000000,2236.53000000,3.88580000,ETH-USD
2024-01-06 21:30:00,2236.59000000,2239.09000000,2234.01000000,2238.07000000,2.32560000,ETH-USD
2024-01-06 22:00:00,2237.69000000,2237.69000000,2234.00000000,2235.38000000,0.49330000,ETH-USD
2024-01-06 22:30:00,2235.27000000,2236.21000000,2230.50000000,2236.21000000,5.49550000,ETH-USD
2024-01-06 23:00:00,2236.93000000,2236.93000000,2228.16000000,2231.85000000,3.59630000,ETH-USD
2024-01-06 23:30:00,2234.22000000,2237.66000000,2233.21000000,2236.14000000,0.26960000,ETH-USD
2024-01-07 00:00:00,2238.54000000,2243.55000000,2235.35000000,2239.82000000,0.28750000,ETH-USD
2024-01-07 00:30:00,2241.92000000,2250.00000000,2240.81000000,2246.63000000,5.73350000,ETH-USD
2024-01-07 01:00:00,2249.01000000,2251.13000000,2244.11000000,2245.87000000,1.20940000,ETH-USD
2024-01-07 01:30:00,2245.99000000,2246.00000000,2241.09000000,2241.09000000,5.43220000,ETH-USD
2024-01-07 02:00:00,2241.17000000,2245.99000000,2241.17000000,2242.92000000,1.36990000,ETH-USD
2024-01-07 02:30:00,2243.25000000,2244.06000000,2233.74000000,2237.17000000,12.29720000,ETH-USD
2024-01-07 03:00:00,2238.86000000,2242.51000000,2237.95000000,2240.78000000,3.04660000,ETH-USD
2024-01-07 03:30:00,2237.26000000,2240.67000000,2237.26000000,2240.62000000,4.96370000,ETH-USD
2024-01-07 04:00:00,2243.60000000,2246.01000000,2241.60000000,2242.22000000,6.63960000,ETH-USD
2024-01-07 04:30:00,2244.78000000,2246.91000000,2243.31000000,2246.91000000,1.17650000,ETH-USD
2024-01-07 05:00:00,2246.89000000,2247.57000000,2244.00000000,2244.00000000,3.14130000,ETH-USD
2024-01-07 05:30:00,2243.90000000,2244.90000000,2238.18000000,2238.18000000,1.51610000,ETH-USD
2024-01-07 06:00:00,2241.74000000,2249.08000000,2240.22000000,2246.70000000,7.26190000,ETH-USD
2024-01-07 06:30:00,2245.42000000,2249.04000000,2244.84000000,2249.04000000,0.82460000,ETH-USD
2024-01-07 07:00:00,2248.53000000,2249.50000000,2246.90000000,2247.83000000,1.03630000,ETH-USD
2024-01-07 07:30:00,2249.66000000,2249.67000000,2246.96000000,2247.74000000,3.06300000,ETH-USD
2024-01-07 08:00:00,2247.40000000,2251.02000000,2246.06000000,2251.02000000,7.42030000,ETH-USD
2024-01-07 08:30:00,2251.12000000,2251.99000000,2240.39000000,2240.40000000,6.71150000,ETH-USD
2024-01-07 09:00:00,2238.91000000,2238.91000000,2234.47000000,2234.48000000,1.61310000,ETH-USD
2024-01-07 09:30:00,2234.46000000,2237.26000000,2230.45000000,2234.43000000,0.64960000,ETH-USD
2024-01-07 10:00:00,2235.75000000,2240.25000000,2234.28000000,2237.38000000,0.37130000,ETH-USD
2024-01-07 10:30:00,2237.63000000,2238.18000000,2237.63000000,2238.18000000,0.00380000,ETH-USD
2024-01-07 11:00:00,2237.66000000,2241.09000000,2234.17000000,2239.49000000,0.25570000,ETH-USD
2024-01-07 11:30:00,2240.19000000,2241.62000000,2236.77000000,2237.30000000,13.08640000,ETH-USD
2024-01-07 12:00:00,2237.57000000,2237.58000000,2232.25000000,2237.49000000,1.48050000,ETH-USD
2024-01-07 12:30:00,2238.27000000,2241.52000000,2238.10000000,2238.10000000,15.23420000,ETH-USD
2024-01-07 13:00:00,2239.21000000,2252.77000000,2239.21000000,2252.77000000,14.47310000,ETH-USD
2024-01-07 13:30:00,2252.93000000,2256.68000000,2248.34000000,2251.56000000,18.14500000,ETH-USD
2024-01-07 14:00:00,2251.69000000,2252.20000000,2244.75000000,2246.59000000,12.12530000,ETH-USD
2024-01-07 14:30:00,2244.38000000,2250.13000000,2244.38000000,2249.25000000,1.57570000,ETH-USD
2024-01-07 15:00:00,2250.52000000,2250.53000000,2236.48000000,2238.55000000,11.51470000,ETH-USD
2024-01-07 15:30:00,2238.35000000,2238.52000000,2225.48000000,2232.73000000,29.25940000,ETH-USD
2024-01-07 16:00:00,2230.81000000,2234.92000000,2227.54000000,2234.81000000,17.15000000,ETH-USD
2024-01-07 16:30:00,2236.21000000,2236.32000000,2223.68000000,2227.26000000,2.71150000,ETH-USD
2024-01-07 17:00:00,2227.25000000,2237.74000000,2222.29000000,2236.43000000,2.15570000,ETH-USD
2024-01-07 17:30:00,2235.82000000,2243.55000000,2234.48000000,2238.91000000,2.37710000,ETH-USD
2024-01-07 18:00:00,2239.57000000,2241.72000000,2239.57000000,2240.26000000,0.37210000,ETH-USD
2024-01-07 18:30:00,2243.00000000,2248.44000000,2240.78000000,2247.00000000,1.82140000,ETH-USD
2024-01-07 19:00:00,2244.65000000,2245.43000000,2242.59000000,2242.59000000,0.24070000,ETH-USD
2024-01-07 19:30:00,2246.88000000,2249.50000000,2243.16000000,2246.89000000,0.73230000,ETH-USD
2024-01-07 20:00:00,2249.75000000,2251.13000000,2243.50000000,2246.91000000,11.80740000,ETH-USD
2024-01-07 20:30:00,2246.52000000,2246.52000000,2240.72000000,2241.05000000,0.77920000,ETH-USD
2024-01-07 21:00:00,2238.91000000,2243.57000000,2238.29000000,2242.72000000,0.48070000,ETH-USD
2024-01-07 21:30:00,2242.58000000,2244.71000000,2234.92000000,2238.75000000,1.64260000,ETH-USD
2024-01-07 22:00:00,2237.26000000,2237.60000000,2222.82000000,2226.65000000,2.98780000,ETH-USD
2024-01-07 22:30:00,2222.82000000,2226.56000000,2209.00000000,2215.46000000,15.95070000,ETH-USD
2024-01-07 23:00:00,2215.46000000,2225.68000000,2206.54000000,2209.20000000,8.18080000,ETH-USD
2024-01-07 23:30:00,2212.72000000,2222.67000000,2211.91000000,2222.50000000,14.11760000,ETH-USD
2024-01-08 00:00:00,2220.29000000,2224.21000000,2209.08000000,2213.18000000,14.07420000,ETH-USD
2024-01-08 00:30:00,2213.78000000,2214.01000000,2192.25000000,2196.15000000,25.40060000,ETH-USD
2024-01-08 01:00:00,2193.82000000,2207.30000000,2193.75000000,2207.14000000,4.33570000,ETH-USD
2024-01-08 01:30:00,2206.66000000,2209.08000000,2202.96000000,2205.28000000,4.42010000,ETH-USD
2024-01-08 02:00:00,2206.28000000,2208.34000000,2189.02000000,2200.51000000,84.56110000,ETH-USD
2024-01-08 02:30:00,2200.52000000,2202.15000000,2177.00000000,2185.27000000,30.42080000,ETH-USD
2024-01-08 03:00:00,2185.27000000,2189.91000000,2170.00000000,2174.44000000,37.45650000,ETH-USD
2024-01-08 03:30:00,2174.47000000,2192.67000000,2174.46000000,2190.39000000,17.32710000,ETH-USD
2024-01-08 04:00:00,2189.77000000,2193.27000000,2188.57000000,2190.74000000,17.85560000,ETH-USD
2024-01-08 04:30:00,2192.45000000,2198.11000000,2192.45000000,2194.67000000,0.75680000,ETH-USD
2024-01-08 05:00:00,2195.25000000,2196.65000000,2189.90000000,2191.40000000,9.65920000,ETH-USD
2024-01-08 05:30:00,2192.48000000,2197.93000000,2190.07000000,2195.59000000,4.82270000,ETH-USD
2024-01-08 06:00:00,2195.58000000,2220.21000000,2193.60000000,2220.21000000,18.62240000,ETH-USD
2024-01-08 06:30:00,2220.67000000,2223.68000000,2212.36000000,2214.46000000,7.63900000,ETH-USD
2024-01-08 07:00:00,2214.94000000,2229.56000000,2212.55000000,2222.80000000,3.54060000,ETH-USD
2024-01-08 07:30:00,2222.94000000,2225.68000000,2215.68000000,2224.10000000,0.34720000,ETH-USD
2024-01-08 08:00:00,2224.60000000,2233.40000000,2223.68000000,2229.88000000,13.97410000,ETH-USD
2024-01-08 08:30:00,2232.26000000,2232.26000000,2221.58000000,2221.75000000,1.59030000,ETH-USD
2024-01-08 09:00:00,2222.91000000,2224.78000000,2221.21000000,2221.21000000,0.05550000,ETH-USD
2024-01-08 09:30:00,2222.91000000,2222.91000000,2205.60000000,2210.59000000,1.98880000,ETH-USD
2024-01-08 10:00:00,2211.01000000,2227.61000000,2211.01000000,2223.91000000,2.09460000,ETH-USD
2024-01-08 10:30:00,2223.44000000,2229.07000000,2223.44000000,2225.56000000,1.32540000,ETH-USD
2024-01-08 11:00:00,2225.52000000,2229.53000000,2224.00000000,2229.53000000,0.05060000,ETH-USD
2024-01-08 11:30:00,2224.22000000,2237.74000000,2224.22000000,2232.32000000,16.93870000,ETH-USD
2024-01-08 12:00:00,2233.61000000,2262.61000000,2233.61000000,2248.49000000,101.20560000,ETH-USD
2024-01-08 12:30:00,2248.53000000,2266.72000000,2246.47000000,2264.75000000,35.80920000,ETH-USD
2024-01-08 13:00:00,2267.43000000,2273.87000000,2262.36000000,2270.36000000,13.15430000,ETH-USD
2024-01-08 13:30:00,2270.51000000,2271.13000000,2260.98000000,2267.05000000,8.72970000,ETH-USD
2024-01-08 14:00:00,2263.02000000,2268.62000000,2259.99000000,2268.62000000,4.48470000,ETH-USD
2024-01-08 14:30:00,2269.67000000,2271.80000000,2257.62000000,2261.07000000,5.42310000,ETH-USD
2024-01-08 15:00:00,2263.18000000,2264.23000000,2256.71000000,2258.42000000,9.39760000,ETH-USD
2024-01-08 15:30:00,2263.70000000,2281.90000000,2262.63000000,2269.93000000,34.28770000,ETH-USD
2024-01-08 16:00:00,2271.50000000,2281.90000000,2266.73000000,2270.98000000,19.00780000,ETH-USD
2024-01-08 16:30:00,2271.54000000,2272.75000000,2261.84000000,2264.00000000,15.68580000,ETH-USD
2024-01-08 17:00:00,2264.57000000,2271.13000000,2263.95000000,2270.23000000,12.62810000,ETH-USD
2024-01-08 17:30:00,2270.80000000,2305.34000000,2269.45000000,2305.34000000,33.17870000,ETH-USD
2024-01-08 18:00:00,2305.34000000,2316.00000000,2300.64000000,2314.15000000,25.60500000,ETH-USD
2024-01-08 18:30:00,2314.15000000,2335.82000000,2312.80000000,2334.75000000,49.03170000,ETH-USD
2024-01-08 19:00:00,2335.99000000,2350.00000000,2323.60000000,2343.06000000,24.36650000,ETH-USD
2024-01-08 19:30:00,2344.82000000,2356.61000000,2343.21000000,2354.10000000,11.73180000,ETH-USD
2024-01-08 20:00:00,2354.10000000,2354.10000000,2345.82000000,2350.37000000,9.70240000,ETH-USD
2024-01-08 20:30:00,2347.51000000,2348.92000000,2334.75000000,2335.89000000,13.47380000,ETH-USD
2024-01-08 21:00:00,2334.43000000,2338.08000000,2327.02000000,2333.35000000,16.63760000,ETH-USD
2024-01-08 21:30:00,2333.33000000,2338.75000000,2327.18000000,2332.92000000,13.38540000,ETH-USD
2024-01-08 22:00:00,2331.01000000,2341.45000000,2329.48000000,2331.44000000,5.21170000,ETH-USD
2024-01-08 22:30:00,2337.19000000,2338.09000000,2334.69000000,2336.27000000,4.48560000,ETH-USD
2024-01-08 23:00:00,2336.20000000,2336.20000000,2327.43000000,2328.97000000,4.30060000,ETH-USD
2024-01-08 23:30:00,2328.97000000,2332.51000000,2327.95000000,2332.51000000,3.98300000,ETH-USD
2024-01-09 00:00:00,2331.39000000,2335.21000000,2318.14000000,2318.69000000,13.59130000,ETH-USD
2024-01-09 00:30:00,2321.51000000,2323.81000000,2292.58000000,2307.10000000,42.98250000,ETH-USD
2024-01-09 01:00:00,2307.00000000,2314.76000000,2299.61000000,2299.73000000,7.84150000,ETH-USD
2024-01-09 01:30:00,2301.78000000,2309.66000000,2296.58000000,2307.58000000,8.37160000,ETH-USD
2024-01-09 02:00:00,2309.72000000,2315.42000000,2305.89000000,2312.81000000,10.34940000,ETH-USD
2024-01-09 02:30:00,2312.24000000,2316.57000000,2311.65000000,2313.09000000,11.46520000,ETH-USD
2024-01-09 03:00:00,2310.69000000,2314.05000000,2305.59000000,2311.47000000,16.34750000,ETH-USD
2024-01-09 03:30:00,2314.16000000,2314.16000000,2308.64000000,2310.65000000,5.55290000,ETH-USD
2024-01-09 04:00:00,2307.75000000,2311.03000000,2300.69000000,2306.67000000,9.19960000,ETH-USD
2024-01-09 04:30:00,2307.62000000,2316.64000000,2306.70000000,2316.64000000,2.01780000,ETH-USD
2024-01-09 05:00:00,2314.40000000,2317.27000000,2308.34000000,2308.39000000,8.84920000,ETH-USD
2024-01-09 05:30:00,2310.06000000,2311.43000000,2302.63000000,2308.59000000,19.99370000,ETH-USD
2024-01-09 06:00:00,2308.35000000,2309.66000000,2303.63000000,2304.79000000,0.27480000,ETH-USD
2024-01-09 06:30:00,2302.72000000,2306.09000000,2298.58000000,2304.53000000,0.78830000,ETH-USD
2024-01-09 07:00:00,2301.59000000,2310.64000000,2299.62000000,2310.64000000,0.16580000,ETH-USD
2024-01-09 07:30:00,2310.36000000,2310.36000000,2306.11000000,2307.63000000,0.51330000,ETH-USD
2024-01-09 08:00:00,2308.66000000,2311.55000000,2302.78000000,2310.93000000,10.43050000,ETH-USD
2024-01-09 08:30:00,2307.16000000,2307.90000000,2292.18000000,2293.79000000,5.17600000,ETH-USD
2024-01-09 09:00:00,2292.86000000,2298.55000000,2288.48000000,2292.95000000,5.06350000,ETH-USD
2024-01-09 09:30:00,2291.54000000,2297.10000000,2286.98000000,2291.48000000,3.21230000,ETH-USD
2024-01-09 10:00:00,2293.50000000,2302.52000000,2293.50000000,2300.05000000,1.19340000,ETH-USD
2024-01-09 10:30:00,2297.02000000,2297.38000000,2291.00000000,2293.53000000,0.40300000,ETH-USD
2024-01-09 11:00:00,2293.81000000,2302.82000000,2293.81000000,2299.76000000,3.38690000,ETH-USD
2024-01-09 11:30:00,2299.94000000,2299.94000000,2291.00000000,2298.16000000,0.68110000,ETH-USD
2024-01-09 12:00:00,2298.19000000,2303.64000000,2298.19000000,2299.79000000,1.34250000,ETH-USD
2024-01-09 12:30:00,2297.56000000,2303.61000000,2261.02000000,2273.34000000,30.13430000,ETH-USD
2024-01-09 13:00:00,2267.52000000,2283.04000000,2261.02000000,2268.75000000,13.95020000,ETH-USD
2024-01-09 13:30:00,2274.69000000,2279.80000000,2266.08000000,2273.34000000,8.02040000,ETH-USD
2024-01-09 14:00:00,2278.47000000,2283.54000000,2268.62000000,2271.58000000,8.73120000,ETH-USD
2024-01-09 14:30:00,2270.05000000,2272.92000000,2247.87000000,2252.84000000,11.73680000,ETH-USD
2024-01-09 15:00:00,2248.70000000,2264.89000000,2248.40000000,2263.46000000,2.73140000,ETH-USD
2024-01-09 15:30:00,2258.49000000,2268.62000000,2258.06000000,2258.06000000,4.71550000,ETH-USD
2024-01-09 16:00:00,2258.06000000,2259.99000000,2250.00000000,2253.17000000,10.06910000,ETH-USD
2024-01-09 16:30:00,2250.25000000,2268.30000000,2244.70000000,2264.06000000,16.19000000,ETH-USD
2024-01-09 17:00:00,2264.06000000,2267.49000000,2257.19000000,2263.80000000,4.91330000,ETH-USD
2024-01-09 17:30:00,2264.23000000,2270.22000000,2260.69000000,2266.40000000,19.82290000,ETH-USD
2024-01-09 18:00:00,2266.40000000,2275.00000000,2259.99000000,2271.75000000,10.82040000,ETH-USD
2024-01-09 18:30:00,2271.85000000,2278.23000000,2268.11000000,2274.04000000,17.68020000,ETH-USD
2024-01-09 19:00:00,2274.73000000,2278.12000000,2270.41000000,2271.13000000,8.07700000,ETH-USD
2024-01-09 19:30:00,2273.20000000,2274.77000000,2258.86000000,2269.95000000,4.29640000,ETH-USD
2024-01-09 20:00:00,2271.05000000,2273.38000000,2259.00000000,2262.97000000,1.33690000,ETH-USD
2024-01-09 20:30:00,2260.39000000,2261.50000000,2248.34000000,2248.34000000,6.56790000,ETH-USD
2024-01-09 21:00:00,2252.45000000,2327.33000000,2252.45000000,2296.50000000,198.04880000,ETH-USD
2024-01-09 21:30:00,2289.36000000,2375.08000000,2278.61000000,2317.63000000,182.84170000,ETH-USD
2024-01-09 22:00:00,2320.42000000,2369.22000000,2316.73000000,2351.45000000,77.34830000,ETH-USD
2024-01-09 22:30:00,2353.78000000,2363.11000000,2327.59000000,2342.11000000,12.36990000,ETH-USD
2024-01-09 23:00:00,2338.12000000,2343.09000000,2320.00000000,2338.69000000,7.10780000,ETH-USD
2024-01-09 23:30:00,2338.32000000,2346.20000000,2334.75000000,2345.06000000,12.36060000,ETH-USD
2024-01-10 00:00:00,2347.32000000,2387.37000000,2341.48000000,2382.79000000,73.30960000,ETH-USD
2024-01-10 00:30:00,2380.60000000,2398.58000000,2376.33000000,2394.40000000,125.53140000,ETH-USD
2024-01-10 01:00:00,2398.11000000,2399.00000000,2372.30000000,2374.48000000,51.71890000,ETH-USD
2024-01-10 01:30:00,2375.04000000,2376.69000000,2364.95000000,2373.04000000,5.61510000,ETH-USD
2024-01-10 02:00:00,2373.25000000,2374.27000000,2364.48000000,2368.71000000,8.64080000,ETH-USD
2024-01-10 02:30:00,2365.33000000,2365.68000000,2345.49000000,2345.88000000,37.44400000,ETH-USD
2024-01-10 03:00:00,2346.94000000,2355.35000000,2344.63000000,2352.34000000,13.47250000,ETH-USD
2024-01-10 03:30:00,2355.17000000,2362.81000000,2352.68000000,2358.01000000,3.52970000,ETH-USD
2024-01-10 04:00:00,2358.79000000,2362.63000000,2355.88000000,2357.84000000,4.59380000,ETH-USD
2024-01-10 04:30:00,2358.92000000,2383.32000000,2358.34000000,2377.30000000,53.48770000,ETH-USD
2024-01-10 05:00:00,2381.03000000,2382.93000000,2368.49000000,2377.30000000,4.44850000,ETH-USD
2024-01-10 05:30:00,2380.70000000,2383.32000000,2378.97000000,2383.32000000,37.83020000,ETH-USD
2024-01-10 06:00:00,2383.32000000,2383.32000000,2375.08000000,2375.08000000,13.86760000,ETH-USD
2024-01-10 06:30:00,2377.13000000,2378.72000000,2370.95000000,2377.29000000,8.23360000,ETH-USD
2024-01-10 07:00:00,2377.30000000,2380.46000000,2374.20000000,2380.17000000,1.76010000,ETH-USD
2024-01-10 07:30:00,2378.75000000,2378.75000000,2365.75000000,2366.12000000,4.87110000,ETH-USD
2024-01-10 08:00:00,2370.94000000,2379.86000000,2368.99000000,2372.38000000,1.03850000,ETH-USD
2024-01-10 08:30:00,2372.38000000,2372.38000000,2362.81000000,2362.81000000,10.84680000,ETH-USD
2024-01-10 09:00:00,2362.81000000,2399.28000000,2362.81000000,2396.36000000,192.94880000,ETH-USD
2024-01-10 09:30:00,2399.55000000,2418.70000000,2397.14000000,2406.25000000,195.98500000,ETH-USD
2024-01-10 10:00:00,2411.65000000,2417.45000000,2404.44000000,2409.56000000,111.37360000,ETH-USD
2024-01-10 10:30:00,2414.58000000,2414.67000000,2398.49000000,2400.97000000,13.07960000,ETH-USD
2024-01-10 11:00:00,2402.27000000,2406.57000000,2396.31000000,2400.18000000,15.61310000,ETH-USD
2024-01-10 11:30:00,2406.56000000,2406.56000000,2382.45000000,2400.69000000,21.76450000,ETH-USD
2024-01-10 12:00:00,2400.69000000,2410.51000000,2367.96000000,2382.03000000,25.70150000,ETH-USD
2024-01-10 12:30:00,2381.51000000,2381.51000000,2345.40000000,2361.35000000,20.00250000,ETH-USD
2024-01-10 13:00:00,2358.07000000,2381.00000000,2350.06000000,2378.34000000,9.84520000,ETH-USD
2024-01-10 13:30:00,2378.34000000,2380.30000000,2370.95000000,2374.16000000,14.26350000,ETH-USD
2024-01-10 14:00:00,2374.18000000,2391.54000000,2369.34000000,2388.38000000,17.35660000,ETH-USD
2024-01-10 14:30:00,2388.82000000,2392.66000000,2378.53000000,2380.54000000,7.37720000,ETH-USD
2024-01-10 15:00:00,2380.73000000,2439.58000000,2380.73000000,2429.37000000,146.44070000,ETH-USD
2024-01-10 15:30:00,2428.18000000,2449.99000000,2421.05000000,2438.96000000,44.02975000,ETH-USD
2024-01-10 16:00:00,2446.03000000,2454.30000000,2427.58000000,2431.80000000,39.87000000,ETH-USD
2024-01-10 16:30:00,2431.74000000,2437.00000000,2407.09000000,2407.09000000,24.61350000,ETH-USD
2024-01-10 17:00:00,2407.09000000,2423.49000000,2402.17000000,2415.72000000,17.67510000,ETH-USD
2024-01-10 17:30:00,2418.41000000,2442.25000000,2415.01000000,2433.98000000,25.90260000,ETH-USD
2024-01-10 18:00:00,2438.96000000,2442.60000000,2415.66000000,2432.48000000,9.45510000,ETH-USD
2024-01-10 18:30:00,2430.27000000,2437.42000000,2419.06000000,2432.93000000,13.52770000,ETH-USD
2024-01-10 19:00:00,2436.60000000,2469.59000000,2426.76000000,2466.25000000,36.22470000,ETH-USD
2024-01-10 19:30:00,2462.77000000,2480.00000000,2455.61000000,2479.87000000,113.15654000,ETH-USD
2024-01-10 20:00:00,2475.25000000,2479.31000000,2424.01000000,2448.77000000,87.24270000,ETH-USD
2024-01-10 20:30:00,2448.89000000,2488.69000000,2439.50000000,2481.64000000,93.50198000,ETH-USD
2024-01-10 21:00:00,2484.05000000,2528.75000000,2474.23000000,2512.27000000,251.03310000,ETH-USD
2024-01-10 21:30:00,2512.27000000,2528.76000000,2481.04000000,2524.06000000,160.27150000,ETH-USD
2024-01-10 22:00:00,2528.34000000,2545.65000000,2506.36000000,2541.74000000,60.88274000,ETH-USD
2024-01-10 22:30:00,2543.71000000,2552.59000000,2529.34000000,2548.90000000,21.02088000,ETH-USD
2024-01-10 23:00:00,2548.90000000,2632.59000000,2544.43000000,2591.19000000,180.11678000,ETH-USD
2024-01-10 23:30:00,2584.94000000,2592.52000000,2570.90000000,2578.95000000,151.70820000,ETH-USD
2024-01-11 00:00:00,2579.11000000,2592.90000000,2569.66000000,2569.78000000,25.01860000,ETH-USD
2024-01-11 00:30:00,2569.79000000,2604.96000000,2569.72000000,2602.11000000,15.63510000,ETH-USD
2024-01-11 01:00:00,2605.26000000,2605.26000000,2589.21000000,2593.05000000,29.63850000,ETH-USD
2024-01-11 01:30:00,2593.36000000,2593.36000000,2567.00000000,2567.00000000,25.99310000,ETH-USD
2024-01-11 02:00:00,2569.23000000,2582.43000000,2566.94000000,2580.14000000,77.32050000,ETH-USD
2024-01-11 02:30:00,2580.52000000,2586.48000000,2575.19000000,2579.07000000,19.58740000,ETH-USD
2024-01-11 03:00:00,2582.06000000,2589.34000000,2572.37000000,2587.16000000,26.24890000,ETH-USD
2024-01-11 03:30:00,2587.16000000,2611.81000000,2586.12000000,2608.52000000,43.84580000,ETH-USD
2024-01-11 04:00:00,2611.83000000,2624.67000000,2606.15000000,2611.87000000,200.29330000,ETH-USD
2024-01-11 04:30:00,2614.69000000,2619.00000000,2606.52000000,2618.99000000,26.19730000,ETH-USD
2024-01-11 05:00:00,2617.36000000,2617.36000000,2604.74000000,2606.97000000,12.96700000,ETH-USD
2024-01-11 05:30:00,2608.46000000,2608.46000000,2592.09000000,2598.68000000,13.27760000,ETH-USD
2024-01-11 06:00:00,2596.03000000,2596.03000000,2578.43000000,2579.15000000,6.25960000,ETH-USD
2024-01-11 06:30:00,2580.77000000,2585.76000000,2575.41000000,2577.47000000,13.41760000,ETH-USD
2024-01-11 07:00:00,2580.98000000,2592.11000000,2577.46000000,2590.48000000,3.64120000,ETH-USD
2024-01-11 07:30:00,2590.48000000,2590.48000000,2581.22000000,2588.75000000,1.85980000,ETH-USD
2024-01-11 08:00:00,2592.11000000,2609.12000000,2589.14000000,2604.61000000,8.32590000,ETH-USD
2024-01-11 08:30:00,2604.60000000,2616.80000000,2603.16000000,2614.84000000,3.92820000,ETH-USD
2024-01-11 09:00:00,2613.36000000,2619.60000000,2610.62000000,2610.62000000,1.85710000,ETH-USD
2024-01-11 09:30:00,2610.61000000,2615.44000000,2605.44000000,2607.42000000,5.35090000,ETH-USD
2024-01-11 10:00:00,2607.61000000,2627.24000000,2607.61000000,2623.07000000,4.61940000,ETH-USD
2024-01-11 10:30:00,2623.51000000,2649.73000000,2618.34000000,2638.03000000,37.07337000,ETH-USD
2024-01-11 11:00:00,2635.06000000,2650.00000000,2628.09000000,2650.00000000,9.50220000,ETH-USD
2024-01-11 11:30:00,2650.00000000,2664.28000000,2643.31000000,2657.86000000,17.66967000,ETH-USD
2024-01-11 12:00:00,2658.07000000,2662.32000000,2640.20000000,2644.94000000,5.57030000,ETH-USD
2024-01-11 12:30:00,2642.42000000,2651.93000000,2635.97000000,2645.76000000,28.62320000,ETH-USD
2024-01-11 13:00:00,2645.76000000,2655.18000000,2640.00000000,2645.59000000,3.53130000,ETH-USD
2024-01-11 13:30:00,2640.02000000,2648.29000000,2626.27000000,2634.44000000,48.53370000,ETH-USD
2024-01-11 14:00:00,2634.44000000,2644.26000000,2620.65000000,2626.99000000,52.01490000,ETH-USD
2024-01-11 14:30:00,2627.00000000,2672.76000000,2618.00000000,2672.76000000,120.21170000,ETH-USD
2024-01-11 15:00:00,2672.76000000,2693.30000000,2650.10000000,2650.11000000,81.06943000,ETH-USD
2024-01-11 15:30:00,2650.11000000,2655.00000000,2601.03000000,2608.41000000,114.57240000,ETH-USD
2024-01-11 16:00:00,2608.42000000,2623.41000000,2573.36000000,2583.67000000,106.16140000,ETH-USD
2024-01-11 16:30:00,2579.34000000,2602.03000000,2571.09000000,2591.64000000,73.66340000,ETH-USD
2024-01-11 17:00:00,2585.49000000,2614.93000000,2576.62000000,2582.65000000,26.98400000,ETH-USD
